date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
16/11/18,Aruba,Montserrat,0,2,CONCACAF Nations League qualification,Willemstad,Curaçao,TRUE
16/11/18,Belize,Puerto Rico,1,0,CONCACAF Nations League qualification,Belmopan,Belize,FALSE
17/11/18,Italy,Portugal,0,0,UEFA Nations League,Milan,Italy,FALSE
17/11/18,Turkey,Sweden,0,1,UEFA Nations League,Konya,Turkey,FALSE
17/11/18,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,FALSE
17/11/18,Serbia,Montenegro,2,1,UEFA Nations League,Belgrade,Serbia,FALSE
17/11/18,Romania,Lithuania,3,0,UEFA Nations League,Ploiești,Romania,FALSE
17/11/18,Malta,Kosovo,0,5,UEFA Nations League,Attard,Malta,FALSE
17/11/18,Azerbaijan,Faroe Islands,2,0,UEFA Nations League,Baku,Azerbaijan,FALSE
17/11/18,Australia,South Korea,1,1,Friendly,Brisbane,Australia,FALSE
17/11/18,Jordan,India,2,1,Friendly,Amman,Jordan,FALSE
17/11/18,Vanuatu,New Caledonia,2,2,Friendly,Port Vila,Vanuatu,FALSE
17/11/18,Thailand,Indonesia,4,2,AFF Championship,Bangkok,Thailand,FALSE
17/11/18,Timor-Leste,Philippines,2,3,AFF Championship,Kuala Lumpur,Malaysia,TRUE
17/11/18,Equatorial Guinea,Senegal,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE
17/11/18,Gambia,Benin,3,1,African Cup of Nations qualification,Bakau,Gambia,FALSE
17/11/18,Seychelles,Libya,1,8,African Cup of Nations qualification,Victoria,Seychelles,FALSE
17/11/18,Namibia,Guinea-Bissau,0,0,African Cup of Nations qualification,Windhoek,Namibia,FALSE
17/11/18,Uganda,Cape Verde,1,0,African Cup of Nations qualification,Kira,Uganda,FALSE
17/11/18,Cuba,Dominican Republic,1,0,CONCACAF Nations League qualification,Havana,Cuba,FALSE
17/11/18,Jamaica,Suriname,2,1,CONCACAF Nations League qualification,Kingston,Jamaica,FALSE
17/11/18,Cayman Islands,Saint Lucia,0,0,CONCACAF Nations League qualification,George Town,Cayman Islands,FALSE
17/11/18,Nicaragua,Haiti,0,2,CONCACAF Nations League qualification,Managua,Nicaragua,FALSE
17/11/18,Comoros,Malawi,2,1,African Cup of Nations qualification,Moroni,Comoros,FALSE
17/11/18,Gabon,Mali,0,1,African Cup of Nations qualification,Libreville,Gabon,FALSE
17/11/18,South Africa,Nigeria,1,1,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
18/11/18,Switzerland,Belgium,5,2,UEFA Nations League,Lucerne,Switzerland,FALSE
18/11/18,England,Croatia,2,1,UEFA Nations League,London,England,FALSE
18/11/18,Northern Ireland,Austria,1,2,UEFA Nations League,Belfast,Northern Ireland,FALSE
18/11/18,Greece,Estonia,0,1,UEFA Nations League,Athens,Greece,FALSE
18/11/18,Hungary,Finland,2,0,UEFA Nations League,Budapest,Hungary,FALSE
18/11/18,San Marino,Belarus,0,2,UEFA Nations League,Serravalle,San Marino,FALSE
18/11/18,Moldova,Luxembourg,1,1,UEFA Nations League,Chișinău,Moldova,FALSE
18/11/18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain,FALSE
18/11/18,Ethiopia,Ghana,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE
18/11/18,Congo,DR Congo,1,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE
18/11/18,Guinea,Ivory Coast,1,1,African Cup of Nations qualification,Conakry,Guinea,FALSE
18/11/18,Angola,Burkina Faso,2,1,African Cup of Nations qualification,Luanda,Angola,FALSE
18/11/18,Yorkshire,Panjab,5,4,Friendly,Ossett,England,FALSE
18/11/18,Turks and Caicos Islands,Saint Vincent and the Grenadines,3,2,CONCACAF Nations League qualification,Providenciales,Turks and Caicos Islands,FALSE
18/11/18,Bahamas,Anguilla,1,1,CONCACAF Nations League qualification,Nassau,Bahamas,FALSE
18/11/18,Barbados,United States Virgin Islands,3,0,CONCACAF Nations League qualification,Bridgetown,Barbados,FALSE
18/11/18,Saint Kitts and Nevis,Canada,0,1,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,FALSE
18/11/18,Madagascar,Sudan,1,3,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE
18/11/18,Togo,Algeria,1,4,African Cup of Nations qualification,Lomé,Togo,FALSE
18/11/18,Liberia,Zimbabwe,1,0,African Cup of Nations qualification,Monrovia,Liberia,FALSE
18/11/18,Rwanda,Central African Republic,2,2,African Cup of Nations qualification,Butare,Rwanda,FALSE
18/11/18,Mauritania,Botswana,2,1,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
18/11/18,Eswatini,Niger,1,2,African Cup of Nations qualification,Manzini,Eswatini,FALSE
18/11/18,Mozambique,Zambia,1,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
18/11/18,Lesotho,Tanzania,1,0,African Cup of Nations qualification,Maseru,Lesotho,FALSE
19/11/18,Germany,Netherlands,2,2,UEFA Nations League,Gelsenkirchen,Germany,FALSE
19/11/18,Czech Republic,Slovakia,1,0,UEFA Nations League,Prague,Czech Republic,FALSE
19/11/18,Denmark,Republic of Ireland,0,0,UEFA Nations League,Aarhus,Denmark,FALSE
19/11/18,Bulgaria,Slovenia,1,1,UEFA Nations League,Sofia,Bulgaria,FALSE
19/11/18,Cyprus,Norway,0,2,UEFA Nations League,Nicosia,Cyprus,FALSE
19/11/18,Andorra,Latvia,0,0,UEFA Nations League,Andorra la Vella,Andorra,FALSE
19/11/18,Georgia,Kazakhstan,2,1,UEFA Nations League,Tbilisi,Georgia,FALSE
19/11/18,North Macedonia,Gibraltar,4,0,UEFA Nations League,Skopje,North Macedonia,FALSE
19/11/18,Liechtenstein,Armenia,2,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
19/11/18,Iceland,Qatar,2,2,Friendly,Eupen,Belgium,TRUE
19/11/18,Oman,Bahrain,2,1,Friendly,Muscat,Oman,FALSE
19/11/18,Curaçao,Guadeloupe,6,0,CONCACAF Nations League qualification,Willemstad,Curaçao,FALSE
19/11/18,Martinique,Antigua and Barbuda,4,2,CONCACAF Nations League qualification,Fort-de-France,Martinique,FALSE
20/11/18,Portugal,Poland,1,1,UEFA Nations League,Guimarães,Portugal,FALSE
20/11/18,Sweden,Russia,2,0,UEFA Nations League,Stockholm,Sweden,FALSE
20/11/18,Scotland,Israel,3,2,UEFA Nations League,Glasgow,Scotland,FALSE
20/11/18,Montenegro,Romania,0,1,UEFA Nations League,Podgorica,Montenegro,FALSE
20/11/18,Serbia,Lithuania,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
20/11/18,Kosovo,Azerbaijan,4,0,UEFA Nations League,Pristina,Kosovo,FALSE
20/11/18,Malta,Faroe Islands,1,1,UEFA Nations League,Attard,Malta,FALSE
20/11/18,Albania,Wales,1,0,Friendly,Elbasan,Albania,FALSE
20/11/18,Argentina,Mexico,2,0,Friendly,Mendoza,Argentina,FALSE
20/11/18,Australia,Lebanon,3,0,Friendly,Sydney,Australia,FALSE
20/11/18,Brazil,Cameroon,1,0,Friendly,London,England,TRUE
20/11/18,Chile,Honduras,4,1,Friendly,Temuco,Chile,FALSE
20/11/18,China PR,Palestine,1,1,Friendly,Wuhan,China PR,FALSE
20/11/18,El Salvador,Haiti,1,0,Friendly,San Salvador,El Salvador,FALSE
20/11/18,France,Uruguay,1,0,Friendly,Paris,France,FALSE
20/11/18,Iran,Venezuela,1,1,Friendly,Doha,Qatar,TRUE
20/11/18,Iraq,Bolivia,0,0,Friendly,Al-Ain,Iraq,FALSE
20/11/18,Italy,United States,1,0,Friendly,Genk,Belgium,TRUE
20/11/18,Japan,Kyrgyzstan,4,0,Kirin Challenge Cup,Toyota,Japan,FALSE
20/11/18,Jordan,Saudi Arabia,1,1,Friendly,Amman,Jordan,FALSE
20/11/18,South Korea,Uzbekistan,4,0,Friendly,Brisbane,Australia,TRUE
20/11/18,Kuwait,Syria,1,2,Friendly,Al Farwaniyah,Kuwait,FALSE
20/11/18,Nigeria,Uganda,0,0,Friendly,Asaba,Nigeria,FALSE
20/11/18,Panama,Ecuador,1,2,Friendly,Panama City,Panama,FALSE
20/11/18,Peru,Costa Rica,2,3,Friendly,Arequipa,Peru,FALSE
20/11/18,South Africa,Paraguay,1,1,Friendly,Durban,South Africa,FALSE
20/11/18,Tunisia,Morocco,0,1,Friendly,Radès,Tunisia,FALSE
20/11/18,Turkey,Ukraine,0,0,Friendly,Antalya,Turkey,FALSE
20/11/18,United Arab Emirates,Yemen,2,0,Friendly,Dubai,United Arab Emirates,FALSE
20/11/18,Myanmar,Vietnam,0,0,AFF Championship,Yangon,Myanmar,FALSE
20/11/18,Cambodia,Laos,3,1,AFF Championship,Phnom Penh,Cambodia,FALSE
20/11/18,Sint Maarten,Dominica,0,2,CONCACAF Nations League qualification,The Valley,Anguilla,TRUE
20/11/18,French Guiana,Guyana,2,1,CONCACAF Nations League qualification,Cayenne,French Guiana,FALSE
21/11/18,Philippines,Thailand,1,1,AFF Championship,Bacolod,Philippines,FALSE
21/11/18,Singapore,Timor-Leste,6,1,AFF Championship,Kallang,Singapore,FALSE
24/11/18,Vietnam,Cambodia,3,0,AFF Championship,Hanoi,Vietnam,FALSE
24/11/18,Malaysia,Myanmar,3,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
25/11/18,Indonesia,Philippines,0,0,AFF Championship,Jakarta,Indonesia,FALSE
25/11/18,Thailand,Singapore,3,0,AFF Championship,Bangkok,Thailand,FALSE
01/12/18,Malaysia,Thailand,0,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
02/12/18,Philippines,Vietnam,1,2,AFF Championship,Bacolod,Philippines,FALSE
05/12/18,Thailand,Malaysia,2,2,AFF Championship,Bangkok,Thailand,FALSE
06/12/18,Vietnam,Philippines,2,1,AFF Championship,Hanoi,Vietnam,FALSE
11/12/18,Malaysia,Vietnam,2,2,AFF Championship,Kuala Lumpur,Malaysia,FALSE
13/12/18,Oman,Tajikistan,2,1,Friendly,Muscat,Oman,FALSE
15/12/18,Vietnam,Malaysia,1,0,AFF Championship,Hanoi,Vietnam,FALSE
16/12/18,Oman,Tajikistan,1,0,Friendly,Muscat,Oman,FALSE
16/12/18,Palestine,Pakistan,2,0,Friendly,Doha,Qatar,TRUE
20/12/18,Bahrain,Tajikistan,5,0,Friendly,Isa Town,Bahrain,FALSE
20/12/18,Jordan,Kyrgyzstan,0,1,Friendly,Doha,Qatar,TRUE
23/12/18,Qatar,Jordan,2,0,Friendly,Doha,Qatar,FALSE
24/12/18,Iraq,China PR,2,1,Friendly,Doha,Qatar,TRUE
24/12/18,Palestine,Iran,1,1,Friendly,Doha,Qatar,TRUE
25/12/18,Afghanistan,Turkmenistan,0,2,Friendly,Antalya,Turkey,TRUE
25/12/18,Qatar,Kyrgyzstan,1,0,Friendly,Doha,Qatar,FALSE
25/12/18,Vietnam,North Korea,1,1,Friendly,Hanoi,Vietnam,FALSE
27/12/18,Bahrain,Lebanon,1,0,Friendly,East Riffa,Bahrain,FALSE
27/12/18,India,Oman,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
27/12/18,Qatar,Algeria,0,1,Friendly,Doha,Qatar,FALSE
28/12/18,China PR,Jordan,1,1,Friendly,Doha,Qatar,TRUE
28/12/18,Iraq,Palestine,1,0,Friendly,Doha,Qatar,TRUE
28/12/18,United Arab Emirates,Kuwait,0,2,Friendly,Dubai,United Arab Emirates,FALSE
29/12/18,Bahrain,North Korea,4,0,Friendly,Isa Town,Bahrain,FALSE
30/12/18,Australia,Oman,5,0,Friendly,Dubai,United Arab Emirates,TRUE
30/12/18,Yemen,Syria,0,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
31/12/18,South Korea,Saudi Arabia,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
31/12/18,Kyrgyzstan,Palestine,2,1,Friendly,Doha,Qatar,TRUE
31/12/18,Philippines,Vietnam,2,4,Friendly,Doha,Qatar,TRUE
31/12/18,Qatar,Iran,1,2,Friendly,Doha,Qatar,FALSE
02/01/19,Oman,Thailand,2,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
05/01/19,United Arab Emirates,Bahrain,1,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE
06/01/19,Thailand,India,1,4,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
06/01/19,Australia,Jordan,0,1,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
06/01/19,Syria,Palestine,0,0,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
07/01/19,China PR,Kyrgyzstan,2,1,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
07/01/19,South Korea,Philippines,1,0,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
07/01/19,Iran,Yemen,5,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
08/01/19,Finland,Sweden,1,0,Friendly,Doha,Qatar,TRUE
08/01/19,Iraq,Vietnam,3,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
08/01/19,Saudi Arabia,North Korea,4,0,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
09/01/19,Qatar,Lebanon,2,0,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
09/01/19,Japan,Turkmenistan,3,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
09/01/19,Uzbekistan,Oman,2,1,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
10/01/19,Bahrain,Thailand,0,1,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
10/01/19,Jordan,Syria,2,0,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
10/01/19,United Arab Emirates,India,2,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE
11/01/19,Estonia,Finland,2,1,Friendly,Doha,Qatar,TRUE
11/01/19,Iceland,Sweden,2,2,Friendly,Doha,Qatar,TRUE
11/01/19,Palestine,Australia,0,3,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
11/01/19,Philippines,China PR,0,3,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
11/01/19,Kyrgyzstan,South Korea,0,1,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
12/01/19,Vietnam,Iran,0,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
12/01/19,Yemen,Iraq,0,3,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
12/01/19,Lebanon,Saudi Arabia,0,2,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
13/01/19,North Korea,Qatar,0,6,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
13/01/19,Oman,Japan,0,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
13/01/19,Turkmenistan,Uzbekistan,0,4,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
14/01/19,India,Bahrain,0,1,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
14/01/19,United Arab Emirates,Thailand,1,1,AFC Asian Cup,Al Ain,United Arab Emirates,FALSE
15/01/19,Estonia,Iceland,0,0,Friendly,Doha,Qatar,TRUE
15/01/19,Australia,Syria,3,2,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
15/01/19,Palestine,Jordan,0,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
16/01/19,South Korea,China PR,2,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
16/01/19,Kyrgyzstan,Philippines,3,1,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
16/01/19,Iran,Iraq,0,0,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
16/01/19,Vietnam,Yemen,2,0,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
17/01/19,Lebanon,North Korea,4,1,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
17/01/19,Saudi Arabia,Qatar,0,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
17/01/19,Japan,Uzbekistan,2,1,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
17/01/19,Oman,Turkmenistan,3,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
20/01/19,Iran,Oman,2,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
20/01/19,Jordan,Vietnam,1,1,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
20/01/19,Thailand,China PR,1,2,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
21/01/19,Australia,Uzbekistan,0,0,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
21/01/19,Japan,Saudi Arabia,1,0,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE
21/01/19,United Arab Emirates,Kyrgyzstan,3,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE
22/01/19,South Korea,Bahrain,2,1,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
22/01/19,Qatar,Iraq,1,0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
24/01/19,China PR,Iran,0,3,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
24/01/19,Vietnam,Japan,0,1,AFC Asian Cup,Dubai,United Arab Emirates,TRUE
25/01/19,South Korea,Qatar,0,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
25/01/19,United Arab Emirates,Australia,1,0,AFC Asian Cup,Al Ain,United Arab Emirates,FALSE
27/01/19,United States,Panama,3,0,Friendly,Glendale,United States,FALSE
28/01/19,Iran,Japan,0,3,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
29/01/19,United Arab Emirates,Qatar,0,4,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE
01/02/19,Japan,Qatar,1,3,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
02/02/19,United States,Costa Rica,2,0,Friendly,San Jose,United States,FALSE
21/02/19,Kazakhstan,Moldova,1,0,Friendly,Belek,Turkey,TRUE
23/02/19,Sint Maarten,Saint Barthélemy,1,1,Friendly,Philipsburg,Sint Maarten,FALSE
27/02/19,Cuba,Bermuda,5,0,Friendly,Havana,Cuba,FALSE
03/03/19,Bolivia,Nicaragua,2,2,Friendly,Villa Tunari,Bolivia,FALSE
04/03/19,Barbados,Grenada,3,0,Friendly,Kingstown,Saint Vincent and the Grenadines,TRUE
06/03/19,El Salvador,Guatemala,3,1,Friendly,Los Angeles,United States,TRUE
09/03/19,Cambodia,Bangladesh,0,1,Friendly,Phnom Penh,Cambodia,FALSE
16/03/19,Bahamas,Turks and Caicos Islands,6,1,Friendly,Nassau,Bahamas,FALSE
17/03/19,Saint Barthélemy,Saint Martin,4,3,Friendly,Saint-Jean,Saint Barthélemy,FALSE
18/03/19,Fiji,New Caledonia,3,0,Friendly,Suva,Fiji,FALSE
18/03/19,Solomon Islands,Vanuatu,3,1,Friendly,Honiara,Solomon Islands,FALSE
19/03/19,Myanmar,Taiwan,0,0,Friendly,Mandalay,Myanmar,FALSE
20/03/19,Germany,Serbia,1,1,Friendly,Wolfsburg,Germany,FALSE
20/03/19,Wales,Trinidad and Tobago,1,0,Friendly,Wrexham,Wales,FALSE
21/03/19,Kosovo,Denmark,2,2,Friendly,Pristina,Kosovo,FALSE
21/03/19,Kuwait,Nepal,0,0,Friendly,Al Ahmadi,Kuwait,FALSE
21/03/19,Mauritius,New Caledonia,3,1,Friendly,Lautoka,Fiji,TRUE
21/03/19,United Arab Emirates,Saudi Arabia,2,1,Friendly,Abu Dhabi,United Arab Emirates,FALSE
21/03/19,United States,Ecuador,1,0,Friendly,Orlando,United States,FALSE
21/03/19,Northern Ireland,Estonia,2,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
21/03/19,Netherlands,Belarus,4,0,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
21/03/19,Croatia,Azerbaijan,2,1,UEFA Euro qualification,Zagreb,Croatia,FALSE
21/03/19,Slovakia,Hungary,2,0,UEFA Euro qualification,Trnava,Slovakia,FALSE
21/03/19,Austria,Poland,0,1,UEFA Euro qualification,Vienna,Austria,FALSE
21/03/19,North Macedonia,Latvia,3,1,UEFA Euro qualification,Skopje,North Macedonia,FALSE
21/03/19,Israel,Slovenia,1,1,UEFA Euro qualification,Haifa,Israel,FALSE
21/03/19,Cyprus,San Marino,5,0,UEFA Euro qualification,Nicosia,Cyprus,FALSE
21/03/19,Belgium,Russia,3,1,UEFA Euro qualification,Brussels,Belgium,FALSE
21/03/19,Kazakhstan,Scotland,3,0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,FALSE
21/03/19,British Virgin Islands,Turks and Caicos Islands,2,2,CONCACAF Nations League qualification,The Valley,Anguilla,TRUE
22/03/19,Argentina,Venezuela,1,3,Friendly,Madrid,Spain,TRUE
22/03/19,Guatemala,Costa Rica,1,0,Friendly,Guatemala City,Guatemala,FALSE
22/03/19,Japan,Colombia,0,1,Kirin Challenge Cup,Yokohama,Japan,FALSE
22/03/19,South Korea,Bolivia,1,0,Friendly,Ulsan,South Korea,FALSE
22/03/19,Mexico,Chile,3,1,Friendly,San Diego,United States,TRUE
22/03/19,Peru,Paraguay,1,0,Friendly,Harrison,United States,TRUE
22/03/19,Bulgaria,Montenegro,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
22/03/19,England,Czech Republic,5,0,UEFA Euro qualification,London,England,FALSE
22/03/19,Portugal,Ukraine,0,0,UEFA Euro qualification,Lisbon,Portugal,FALSE
22/03/19,Luxembourg,Lithuania,2,1,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
22/03/19,Albania,Turkey,0,2,UEFA Euro qualification,Shkodër,Albania,FALSE
22/03/19,Andorra,Iceland,0,2,UEFA Euro qualification,Andorra la Vella,Andorra,FALSE
22/03/19,Moldova,France,1,4,UEFA Euro qualification,Chișinău,Moldova,FALSE
22/03/19,Botswana,Angola,0,1,African Cup of Nations qualification,Francistown,Botswana,FALSE
22/03/19,Anguilla,United States Virgin Islands,0,3,CONCACAF Nations League qualification,The Valley,Anguilla,FALSE
22/03/19,Saint Vincent and the Grenadines,Bonaire,2,1,CONCACAF Nations League qualification,Arnos Vale,Saint Vincent and the Grenadines,FALSE
22/03/19,Cayman Islands,Montserrat,1,2,CONCACAF Nations League qualification,West Bay,Cayman Islands,FALSE
22/03/19,Saint Lucia,Aruba,3,2,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,TRUE
22/03/19,Sudan,Equatorial Guinea,1,4,African Cup of Nations qualification,Omdurman,Sudan,FALSE
22/03/19,Malawi,Morocco,0,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE
22/03/19,Algeria,Gambia,1,1,African Cup of Nations qualification,Blida,Algeria,FALSE
22/03/19,Nigeria,Seychelles,3,1,African Cup of Nations qualification,Asaba,Nigeria,FALSE
22/03/19,Burkina Faso,Mauritania,1,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
22/03/19,Tunisia,Eswatini,4,0,African Cup of Nations qualification,Radès,Tunisia,FALSE
23/03/19,Brazil,Panama,1,1,Friendly,Porto,Portugal,TRUE
23/03/19,Malaysia,Afghanistan,2,1,Friendly,Kuala Lumpur,Malaysia,FALSE
23/03/19,Oman,Singapore,1,1,Friendly,Kuala Lumpur,Malaysia,TRUE
23/03/19,Georgia,Switzerland,0,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE
23/03/19,Gibraltar,Republic of Ireland,0,1,UEFA Euro qualification,Gibraltar,Gibraltar,FALSE
23/03/19,Malta,Faroe Islands,2,1,UEFA Euro qualification,Attard,Malta,FALSE
23/03/19,Sweden,Romania,2,1,UEFA Euro qualification,Stockholm,Sweden,FALSE
23/03/19,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain,FALSE
23/03/19,Bosnia and Herzegovina,Armenia,2,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE
23/03/19,Italy,Finland,2,0,UEFA Euro qualification,Udine,Italy,FALSE
23/03/19,Liechtenstein,Greece,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
23/03/19,Senegal,Madagascar,2,0,African Cup of Nations qualification,Thiès,Senegal,FALSE
23/03/19,Cameroon,Comoros,3,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
23/03/19,Mali,South Sudan,3,0,African Cup of Nations qualification,Bamako,Mali,FALSE
23/03/19,Ghana,Kenya,1,0,African Cup of Nations qualification,Accra,Ghana,FALSE
23/03/19,Niger,Egypt,1,1,African Cup of Nations qualification,Niamey,Niger,FALSE
23/03/19,Zambia,Namibia,4,1,African Cup of Nations qualification,Lusaka,Zambia,FALSE
23/03/19,Dominica,Bahamas,4,0,CONCACAF Nations League qualification,Roseau,Dominica,FALSE
23/03/19,Sint Maarten,Saint Martin,4,3,CONCACAF Nations League qualification,The Valley,Anguilla,TRUE
23/03/19,Antigua and Barbuda,Curaçao,2,1,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,FALSE
23/03/19,Guyana,Belize,2,1,CONCACAF Nations League qualification,Leonora,Guyana,FALSE
23/03/19,Suriname,Saint Kitts and Nevis,2,0,CONCACAF Nations League qualification,Paramaribo,Suriname,FALSE
23/03/19,Guadeloupe,Martinique,0,1,CONCACAF Nations League qualification,Les Abymes,Guadeloupe,FALSE
23/03/19,Burundi,Gabon,1,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
23/03/19,Ivory Coast,Rwanda,3,0,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
23/03/19,Guinea-Bissau,Mozambique,2,2,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
23/03/19,Vatican City,Raetia,2,2,Friendly,Rome,Italy,FALSE
23/03/19,Alderney,Jersey,0,2,Muratti Vase,Alderney,Alderney,FALSE
24/03/19,Taiwan,Solomon Islands,0,1,Friendly,Taipei,Taiwan,FALSE
24/03/19,Fiji,Mauritius,1,0,Friendly,Lautoka,Fiji,FALSE
24/03/19,Northern Ireland,Belarus,2,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
24/03/19,Netherlands,Germany,2,3,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
24/03/19,Wales,Slovakia,1,0,UEFA Euro qualification,Cardiff,Wales,FALSE
24/03/19,Hungary,Croatia,2,1,UEFA Euro qualification,Budapest,Hungary,FALSE
24/03/19,Israel,Austria,4,2,UEFA Euro qualification,Haifa,Israel,FALSE
24/03/19,Poland,Latvia,2,0,UEFA Euro qualification,Warsaw,Poland,FALSE
24/03/19,Slovenia,North Macedonia,1,1,UEFA Euro qualification,Ljubljana,Slovenia,FALSE
24/03/19,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,FALSE
24/03/19,Kazakhstan,Russia,0,4,UEFA Euro qualification,Nur-Sultan,Kazakhstan,FALSE
24/03/19,Cyprus,Belgium,0,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE
24/03/19,Benin,Togo,2,1,African Cup of Nations qualification,Cotonou,Benin,FALSE
24/03/19,Libya,South Africa,1,2,African Cup of Nations qualification,Sfax,Tunisia,TRUE
24/03/19,Zimbabwe,Congo,2,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
24/03/19,Central African Republic,Guinea,0,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
24/03/19,Tanzania,Uganda,3,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
24/03/19,British Virgin Islands,Bonaire,1,2,CONCACAF Nations League qualification,The Valley,Anguilla,TRUE
24/03/19,Puerto Rico,Grenada,0,2,CONCACAF Nations League qualification,Bayamón,Puerto Rico,FALSE
