date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
27/09/22,Republic of Ireland,Armenia,3,2,UEFA Nations League,Dublin,Republic of Ireland,FALSE
27/09/22,Ukraine,Scotland,0,0,UEFA Nations League,Kraków,Poland,TRUE
27/09/22,Albania,Iceland,1,1,UEFA Nations League,Tirana,Albania,FALSE
27/09/22,Norway,Serbia,0,2,UEFA Nations League,Oslo,Norway,FALSE
27/09/22,Sweden,Slovenia,1,1,UEFA Nations League,Stockholm,Sweden,FALSE
27/09/22,Kosovo,Cyprus,5,1,UEFA Nations League,Pristina,Kosovo,FALSE
27/09/22,Greece,Northern Ireland,3,1,UEFA Nations League,Athens,Greece,FALSE
30/09/22,Fiji,Solomon Islands,1,0,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
01/10/22,Saint Vincent and the Grenadines,Grenada,1,5,Friendly,Kingstown,Saint Vincent and the Grenadines,FALSE
22/10/22,Saudi Arabia,North Macedonia,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
23/10/22,Qatar,Guatemala,2,0,Friendly,Málaga,Spain,TRUE
26/10/22,Saudi Arabia,Albania,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
27/10/22,Qatar,Honduras,1,0,Friendly,Marbella,Spain,TRUE
30/10/22,Saudi Arabia,Honduras,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
05/11/22,Brunei,Timor-Leste,6,2,AFF Championship qualification,Bandar Seri Begawan,Brunei,FALSE
06/11/22,Saudi Arabia,Iceland,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
07/11/22,Qatar,Panama,2,1,Friendly,Marbella,Spain,TRUE
08/11/22,Brunei,Timor-Leste,0,1,AFF Championship qualification,Bandar Seri Begawan,Brunei,FALSE
09/11/22,Albania,Qatar,0,1,Friendly,Marbella,Spain,TRUE
09/11/22,Cameroon,Jamaica,1,1,Friendly,Yaoundé,Cameroon,FALSE
09/11/22,Costa Rica,Nigeria,2,0,Friendly,San José,Costa Rica,FALSE
09/11/22,Mexico,Iraq,4,0,Friendly,Girona,Spain,TRUE
10/11/22,Iran,Nicaragua,1,0,Friendly,Tehran,Iran,FALSE
10/11/22,Saudi Arabia,Panama,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
11/11/22,Bahrain,Canada,2,2,Friendly,Isa Town,Bahrain,FALSE
11/11/22,South Korea,Iceland,1,0,Friendly,Hwaseong,South Korea,FALSE
12/11/22,Iraq,Ecuador,0,0,Friendly,Madrid,Spain,TRUE
13/11/22,Syria,Algeria,0,1,Friendly,Sharjah,United Arab Emirates,TRUE
13/11/22,West Papua,Raetia,1,1,Friendly,The Hague,Netherlands,TRUE
15/11/22,Venezuela,Panama,2,2,Friendly,Al Hamriyah,United Arab Emirates,TRUE
16/11/22,Albania,Italy,1,3,Friendly,Tirana,Albania,FALSE
16/11/22,Algeria,Mali,1,1,Friendly,Oran,Algeria,FALSE
16/11/22,Andorra,Austria,0,1,Friendly,Málaga,Spain,TRUE
16/11/22,Cyprus,Bulgaria,0,2,Friendly,Larnaca,Cyprus,FALSE
16/11/22,Czech Republic,Faroe Islands,5,0,Friendly,Olomouc,Czech Republic,FALSE
16/11/22,Dominican Republic,Cuba,2,4,Friendly,Santiago de los Caballeros,Dominican Republic,FALSE
16/11/22,Gibraltar,Liechtenstein,2,0,Friendly,Gibraltar,Gibraltar,FALSE
16/11/22,Iran,Tunisia,0,2,Friendly,Doha,Qatar,TRUE
16/11/22,Ivory Coast,Burundi,4,0,Friendly,Marrakech,Morocco,TRUE
16/11/22,Kosovo,Armenia,2,2,Friendly,Pristina,Kosovo,FALSE
16/11/22,Mexico,Sweden,1,2,Friendly,Girona,Spain,TRUE
16/11/22,Moldova,Azerbaijan,1,2,Friendly,Chișinău,Moldova,FALSE
16/11/22,Nepal,Pakistan,1,0,Friendly,Kathmandu,Nepal,FALSE
16/11/22,Nicaragua,El Salvador,1,0,Friendly,Managua,Nicaragua,FALSE
16/11/22,Oman,Germany,0,1,Friendly,Muscat,Oman,FALSE
16/11/22,Peru,Paraguay,1,0,Friendly,Lima,Peru,FALSE
16/11/22,Poland,Chile,1,0,Friendly,Warsaw,Poland,FALSE
16/11/22,Saudi Arabia,Croatia,0,1,Friendly,Riyadh,Saudi Arabia,FALSE
16/11/22,Turkey,Scotland,2,1,Friendly,Diyarbakir,Turkey,FALSE
16/11/22,United Arab Emirates,Argentina,0,5,Friendly,Abu Dhabi,United Arab Emirates,FALSE
16/11/22,Uzbekistan,Kazakhstan,2,0,Friendly,Tashkent,Uzbekistan,FALSE
16/11/22,Lithuania,Iceland,0,0,Baltic Cup,Kaunas,Lithuania,FALSE
16/11/22,Latvia,Estonia,1,1,Baltic Cup,Riga,Latvia,FALSE
17/11/22,Angola,Botswana,1,0,Friendly,Soweto,South Africa,TRUE
17/11/22,Gabon,Guinea-Bissau,3,1,Friendly,Antalya,Turkey,TRUE
17/11/22,Israel,Zambia,4,2,Friendly,Petah Tikva,Israel,FALSE
17/11/22,Japan,Canada,1,2,Friendly,Dubai,United Arab Emirates,TRUE
17/11/22,Jordan,Spain,1,3,Friendly,Amman,Jordan,FALSE
17/11/22,Luxembourg,Hungary,2,2,Friendly,Luxembourg,Luxembourg,FALSE
17/11/22,Malta,Greece,2,2,Friendly,Ta' Qali,Malta,FALSE
17/11/22,Montenegro,Slovakia,2,2,Friendly,Podgorica,Montenegro,FALSE
17/11/22,Morocco,Georgia,3,0,Friendly,Sharjah,United Arab Emirates,TRUE
17/11/22,Niger,Libya,2,3,Friendly,Antalya,Turkey,TRUE
17/11/22,North Macedonia,Finland,1,1,Friendly,Skopje,North Macedonia,FALSE
17/11/22,Portugal,Nigeria,4,0,Friendly,Lisbon,Portugal,FALSE
17/11/22,Republic of Ireland,Norway,1,2,Friendly,Dublin,Republic of Ireland,FALSE
17/11/22,Romania,Slovenia,1,2,Friendly,Cluj-Napoca,Romania,FALSE
17/11/22,Rwanda,Sudan,0,0,Friendly,Kigali,Rwanda,FALSE
17/11/22,South Africa,Mozambique,2,1,Friendly,Mbombela,South Africa,FALSE
17/11/22,Saint Lucia,San Marino,1,1,Friendly,Gros Islet,Saint Lucia,FALSE
17/11/22,Switzerland,Ghana,0,2,Friendly,Abu Dhabi,United Arab Emirates,TRUE
17/11/22,Syria,Belarus,0,1,Friendly,Dubai,United Arab Emirates,TRUE
17/11/22,Tajikistan,Russia,0,0,Friendly,Dushanbe,Tajikistan,FALSE
18/11/22,Bahrain,Serbia,1,5,Friendly,Arad,Bahrain,FALSE
18/11/22,Cameroon,Panama,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
18/11/22,Dominican Republic,Cuba,1,1,Friendly,San Cristóbal,Dominican Republic,FALSE
18/11/22,Egypt,Belgium,2,1,Friendly,Kuwait City,Kuwait,TRUE
19/11/22,Albania,Armenia,2,0,Friendly,Tirana,Albania,FALSE
19/11/22,Colombia,Paraguay,2,0,Friendly,Fort Lauderdale,United States,TRUE
19/11/22,Gibraltar,Andorra,1,0,Friendly,Gibraltar,Gibraltar,FALSE
19/11/22,Guatemala,Nicaragua,3,1,Friendly,Carson,United States,TRUE
19/11/22,Ivory Coast,Burkina Faso,1,2,Friendly,Marrakech,Morocco,TRUE
19/11/22,Kosovo,Faroe Islands,1,1,Friendly,Pristina,Kosovo,FALSE
19/11/22,Kuwait,Lebanon,2,0,Friendly,Dubai,United Arab Emirates,TRUE
19/11/22,Peru,Bolivia,1,0,Friendly,Arequipa,Peru,FALSE
19/11/22,Rwanda,Sudan,1,0,Friendly,Kigali,Rwanda,FALSE
19/11/22,Sweden,Algeria,2,0,Friendly,Malmö,Sweden,FALSE
19/11/22,Turkey,Czech Republic,2,1,Friendly,Gaziantep,Turkey,FALSE
19/11/22,United Arab Emirates,Kazakhstan,2,1,Friendly,Abu Dhabi,United Arab Emirates,FALSE
19/11/22,Estonia,Lithuania,2,0,Baltic Cup,Tallinn,Estonia,FALSE
19/11/22,Latvia,Iceland,1,1,Baltic Cup,Riga,Latvia,FALSE
20/11/22,Austria,Italy,2,0,Friendly,Vienna,Austria,FALSE
20/11/22,Gambia,Guinea-Bissau,0,0,Friendly,Antalya,Turkey,TRUE
20/11/22,Hungary,Greece,2,1,Friendly,Budapest,Hungary,FALSE
20/11/22,Israel,Cyprus,2,3,Friendly,Petah Tikva,Israel,FALSE
20/11/22,Luxembourg,Bulgaria,0,0,Friendly,Luxembourg,Luxembourg,FALSE
20/11/22,Malta,Republic of Ireland,0,1,Friendly,Ta' Qali,Malta,FALSE
20/11/22,Moldova,Romania,0,5,Friendly,Chișinău,Moldova,FALSE
20/11/22,Niger,Gabon,1,3,Friendly,Antalya,Turkey,TRUE
20/11/22,North Macedonia,Azerbaijan,1,3,Friendly,Skopje,North Macedonia,FALSE
20/11/22,Norway,Finland,1,1,Friendly,Oslo,Norway,FALSE
20/11/22,Oman,Belarus,2,0,Friendly,Al Ain,United Arab Emirates,TRUE
20/11/22,Slovakia,Chile,0,0,Friendly,Bratislava,Slovakia,FALSE
20/11/22,Slovenia,Montenegro,1,0,Friendly,Ljubljana,Slovenia,FALSE
20/11/22,South Africa,Angola,1,1,Friendly,Mbombela,South Africa,FALSE
20/11/22,Saint Lucia,San Marino,1,0,Friendly,Gros Islet,Saint Lucia,FALSE
20/11/22,Syria,Venezuela,1,2,Friendly,Dubai,United Arab Emirates,TRUE
20/11/22,Uzbekistan,Russia,0,0,Friendly,Tashkent,Uzbekistan,FALSE
20/11/22,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
21/11/22,Senegal,Netherlands,0,2,FIFA World Cup,Doha,Qatar,TRUE
21/11/22,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
21/11/22,United States,Wales,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
22/11/22,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,TRUE
22/11/22,Mexico,Poland,0,0,FIFA World Cup,Doha,Qatar,TRUE
22/11/22,Denmark,Tunisia,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
22/11/22,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
23/11/22,Germany,Japan,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
23/11/22,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,TRUE
23/11/22,Morocco,Croatia,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
23/11/22,Belgium,Canada,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
24/11/22,Switzerland,Cameroon,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
24/11/22,Brazil,Serbia,2,0,FIFA World Cup,Lusail,Qatar,TRUE
24/11/22,Uruguay,South Korea,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
24/11/22,Portugal,Ghana,3,2,FIFA World Cup,Doha,Qatar,TRUE
25/11/22,Qatar,Senegal,1,3,FIFA World Cup,Doha,Qatar,FALSE
25/11/22,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
25/11/22,Wales,Iran,0,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
25/11/22,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
26/11/22,Poland,Saudi Arabia,2,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
26/11/22,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,TRUE
26/11/22,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
26/11/22,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,TRUE
27/11/22,Japan,Costa Rica,0,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
27/11/22,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,TRUE
27/11/22,Belgium,Morocco,0,2,FIFA World Cup,Doha,Qatar,TRUE
27/11/22,Croatia,Canada,4,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
28/11/22,Cameroon,Serbia,3,3,FIFA World Cup,Al Wakrah,Qatar,TRUE
28/11/22,Brazil,Switzerland,1,0,FIFA World Cup,Doha,Qatar,TRUE
28/11/22,South Korea,Ghana,2,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
28/11/22,Portugal,Uruguay,2,0,FIFA World Cup,Lusail,Qatar,TRUE
29/11/22,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
29/11/22,Qatar,Netherlands,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
29/11/22,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
29/11/22,Iran,United States,0,1,FIFA World Cup,Doha,Qatar,TRUE
30/11/22,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,TRUE
30/11/22,Saudi Arabia,Mexico,1,2,FIFA World Cup,Lusail,Qatar,TRUE
30/11/22,Australia,Denmark,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
30/11/22,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
01/12/22,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
01/12/22,Costa Rica,Germany,2,4,FIFA World Cup,Al Khor,Qatar,TRUE
01/12/22,Croatia,Belgium,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
01/12/22,Canada,Morocco,1,2,FIFA World Cup,Doha,Qatar,TRUE
02/12/22,Serbia,Switzerland,2,3,FIFA World Cup,Doha,Qatar,TRUE
02/12/22,Cameroon,Brazil,1,0,FIFA World Cup,Lusail,Qatar,TRUE
02/12/22,Ghana,Uruguay,0,2,FIFA World Cup,Al Wakrah,Qatar,TRUE
02/12/22,South Korea,Portugal,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
03/12/22,Netherlands,United States,3,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
03/12/22,Argentina,Australia,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
04/12/22,France,Poland,3,1,FIFA World Cup,Doha,Qatar,TRUE
04/12/22,England,Senegal,3,0,FIFA World Cup,Al Khor,Qatar,TRUE
05/12/22,Japan,Croatia,1,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
05/12/22,Brazil,South Korea,4,1,FIFA World Cup,Doha,Qatar,TRUE
06/12/22,Morocco,Spain,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
06/12/22,Portugal,Switzerland,6,1,FIFA World Cup,Lusail,Qatar,TRUE
09/12/22,Croatia,Brazil,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
09/12/22,Netherlands,Argentina,2,2,FIFA World Cup,Lusail,Qatar,TRUE
09/12/22,Malaysia,Cambodia,4,0,Friendly,Kuala Lumpur,Malaysia,FALSE
10/12/22,Morocco,Portugal,1,0,FIFA World Cup,Doha,Qatar,TRUE
10/12/22,England,France,1,2,FIFA World Cup,Al Khor,Qatar,TRUE
11/12/22,Thailand,Myanmar,6,0,Friendly,Pathum Thani,Thailand,FALSE
13/12/22,Argentina,Croatia,3,0,FIFA World Cup,Lusail,Qatar,TRUE
14/12/22,France,Morocco,2,0,FIFA World Cup,Al Khor,Qatar,TRUE
14/12/22,Malaysia,Maldives,3,0,Friendly,Kuala Lumpur,Malaysia,FALSE
14/12/22,Thailand,Taiwan,0,1,Friendly,Pathum Thani,Thailand,FALSE
14/12/22,Vietnam,Philippines,1,0,Friendly,Hanoi,Vietnam,FALSE
17/12/22,Croatia,Morocco,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
17/12/22,Singapore,Maldives,3,1,Friendly,Singapore,Singapore,FALSE
18/12/22,Argentina,France,3,3,FIFA World Cup,Lusail,Qatar,TRUE
20/12/22,Cambodia,Philippines,3,2,AFF Championship,Phnom Penh,Cambodia,FALSE
20/12/22,Brunei,Thailand,0,5,AFF Championship,Kuala Lumpur,Malaysia,TRUE
21/12/22,Myanmar,Malaysia,0,1,AFF Championship,Yangon,Myanmar,FALSE
21/12/22,Laos,Vietnam,0,6,AFF Championship,Vientiane,Laos,FALSE
23/12/22,Oman,Syria,2,1,Friendly,Dubai,United Arab Emirates,TRUE
23/12/22,Philippines,Brunei,5,1,AFF Championship,Manila,Philippines,FALSE
23/12/22,Indonesia,Cambodia,2,1,AFF Championship,Jakarta,Indonesia,FALSE
24/12/22,Singapore,Myanmar,3,2,AFF Championship,Singapore,Singapore,FALSE
24/12/22,Malaysia,Laos,5,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
26/12/22,Brunei,Indonesia,0,7,AFF Championship,Kuala Lumpur,Malaysia,TRUE
26/12/22,Thailand,Philippines,4,0,AFF Championship,Pathum Thani,Thailand,FALSE
27/12/22,Laos,Singapore,0,2,AFF Championship,Vientiane,Laos,FALSE
27/12/22,Vietnam,Malaysia,3,0,AFF Championship,Hanoi,Vietnam,FALSE
29/12/22,Cambodia,Brunei,5,1,AFF Championship,Phnom Penh,Cambodia,FALSE
29/12/22,Indonesia,Thailand,1,1,AFF Championship,Jakarta,Indonesia,FALSE
30/12/22,Iraq,Kuwait,1,0,Friendly,Basra,Iraq,FALSE
30/12/22,Oman,Syria,1,0,Friendly,Dubai,United Arab Emirates,TRUE
30/12/22,United Arab Emirates,Lebanon,1,0,Friendly,Abu Dhabi,United Arab Emirates,FALSE
30/12/22,Myanmar,Laos,2,2,AFF Championship,Yangon,Myanmar,FALSE
30/12/22,Singapore,Vietnam,0,0,AFF Championship,Singapore,Singapore,FALSE
02/01/23,Thailand,Cambodia,3,1,AFF Championship,Pathum Thani,Thailand,FALSE
02/01/23,Philippines,Indonesia,1,2,AFF Championship,Manila,Philippines,FALSE
03/01/23,Vietnam,Myanmar,3,0,AFF Championship,Hanoi,Vietnam,FALSE
03/01/23,Malaysia,Singapore,4,1,AFF Championship,Kuala Lumpur,Malaysia,FALSE
06/01/23,Iraq,Oman,0,0,Gulf Cup,Basra,Iraq,FALSE
06/01/23,Yemen,Saudi Arabia,0,2,Gulf Cup,Basra,Iraq,TRUE
06/01/23,Indonesia,Vietnam,0,0,AFF Championship,Jakarta,Indonesia,FALSE
07/01/23,Bahrain,United Arab Emirates,2,1,Gulf Cup,Basra,Iraq,TRUE
07/01/23,Kuwait,Qatar,0,2,Gulf Cup,Basra,Iraq,TRUE
07/01/23,Malaysia,Thailand,1,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
08/01/23,Iceland,Estonia,1,1,Friendly,Albufeira,Portugal,TRUE
09/01/23,Sweden,Finland,2,0,Friendly,Faro-Loulé,Portugal,TRUE
09/01/23,Oman,Yemen,3,2,Gulf Cup,Basra,Iraq,TRUE
09/01/23,Iraq,Saudi Arabia,2,0,Gulf Cup,Basra,Iraq,FALSE
09/01/23,Vietnam,Indonesia,2,0,AFF Championship,Hanoi,Vietnam,FALSE
10/01/23,United Arab Emirates,Kuwait,0,1,Gulf Cup,Basra,Iraq,TRUE
10/01/23,Qatar,Bahrain,1,2,Gulf Cup,Basra,Iraq,TRUE
10/01/23,Thailand,Malaysia,3,0,AFF Championship,Pathum Thani,Thailand,FALSE
12/01/23,Finland,Estonia,0,1,Friendly,Albufeira,Portugal,TRUE
12/01/23,Sweden,Iceland,2,1,Friendly,Faro-Loulé,Portugal,TRUE
12/01/23,Iraq,Yemen,5,0,Gulf Cup,Basra,Iraq,FALSE
12/01/23,Saudi Arabia,Oman,1,2,Gulf Cup,Basra,Iraq,TRUE
13/01/23,Bahrain,Kuwait,1,1,Gulf Cup,Basra,Iraq,TRUE
13/01/23,Qatar,United Arab Emirates,1,1,Gulf Cup,Basra,Iraq,TRUE
13/01/23,Vietnam,Thailand,2,2,AFF Championship,Hanoi,Vietnam,FALSE
16/01/23,Iraq,Qatar,2,1,Gulf Cup,Basra,Iraq,FALSE
16/01/23,Bahrain,Oman,0,1,Gulf Cup,Basra,Iraq,TRUE
16/01/23,Thailand,Vietnam,1,0,AFF Championship,Pathum Thani,Thailand,FALSE
19/01/23,Iraq,Oman,3,2,Gulf Cup,Basra,Iraq,FALSE
25/01/23,United States,Serbia,1,2,Friendly,Los Angeles,United States,FALSE
28/01/23,United States,Colombia,0,0,Friendly,Carson,United States,FALSE
22/02/23,Grenada,Barbados,1,1,Friendly,Sauteurs,Grenada,FALSE
26/02/23,Grenada,Barbados,2,2,Friendly,St. George's,Grenada,FALSE
03/03/23,Grenada,Saint Lucia,1,2,Friendly,St. George's,Grenada,FALSE
04/03/23,Saint Barthélemy,Sint Maarten,5,1,Friendly,Saint-Jean,Saint Barthélemy,FALSE
05/03/23,Grenada,Saint Lucia,2,0,Friendly,Gouyave,Grenada,FALSE
10/03/23,Saint Martin,Saint Barthélemy,3,2,Friendly,Quartier-d'Orleans,Saint Martin,FALSE
11/03/23,Jamaica,Trinidad and Tobago,0,1,Friendly,Montego Bay,Jamaica,FALSE
12/03/23,Guatemala,Panama,1,1,Friendly,San Jose,United States,TRUE
14/03/23,Jamaica,Trinidad and Tobago,0,0,Friendly,Kingston,Jamaica,FALSE
15/03/23,Bangladesh,Malawi,1,1,Friendly,Medina,Saudi Arabia,TRUE
19/03/23,Ethiopia,Rwanda,1,0,Friendly,Adama,Ethiopia,FALSE
20/03/23,Fiji,Vanuatu,1,2,Friendly,Lautoka,Fiji,FALSE
21/03/23,Maldives,Pakistan,1,0,Friendly,Laamu,Maldives,FALSE
21/03/23,Tahiti,New Caledonia,0,2,Friendly,Pirae,Tahiti,FALSE
22/03/23,Honduras,El Salvador,1,0,Friendly,Los Angeles,United States,TRUE
22/03/23,India,Myanmar,1,0,Tri Nation Tournament,Imphal,India,FALSE
22/03/23,Nepal,Laos,2,0,Tri Nation Tournament,Kathmandu,Nepal,FALSE
22/03/23,Republic of Ireland,Latvia,3,2,Friendly,Dublin,Republic of Ireland,FALSE
22/03/23,Sierra Leone,São Tomé and Príncipe,2,2,African Cup of Nations qualification,Agadir,Morocco,TRUE
22/03/23,Benin,Rwanda,1,1,African Cup of Nations qualification,Cotonou,Benin,FALSE
23/03/23,Argentina,Panama,2,0,Friendly,Buenos Aires,Argentina,FALSE
23/03/23,Hong Kong,Singapore,1,1,Friendly,Hong Kong,Hong Kong,FALSE
23/03/23,Hungary,Estonia,1,0,Friendly,Budapest,Hungary,FALSE
23/03/23,Iran,Russia,1,1,Friendly,Tehran,Iran,FALSE
23/03/23,Malaysia,Turkmenistan,1,0,Friendly,Johor Bahru,Malaysia,FALSE
23/03/23,New Zealand,China PR,0,0,Friendly,Auckland,New Zealand,FALSE
23/03/23,Solomon Islands,Vanuatu,2,0,Friendly,Lautoka,Fiji,TRUE
23/03/23,Madagascar,Central African Republic,0,3,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE
23/03/23,Ghana,Angola,1,0,African Cup of Nations qualification,Kumasi,Ghana,FALSE
23/03/23,Algeria,Niger,2,1,African Cup of Nations qualification,Algiers,Algeria,FALSE
23/03/23,Congo,South Sudan,1,2,African Cup of Nations qualification,Brazzaville,Congo,FALSE
23/03/23,Zambia,Lesotho,3,1,African Cup of Nations qualification,Ndola,Zambia,FALSE
23/03/23,Gabon,Sudan,1,0,African Cup of Nations qualification,Franceville,Gabon,FALSE
23/03/23,Italy,England,1,2,UEFA Euro qualification,Napoli,Italy,FALSE
23/03/23,North Macedonia,Malta,2,1,UEFA Euro qualification,Skopje,North Macedonia,FALSE
23/03/23,Denmark,Finland,3,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
23/03/23,San Marino,Northern Ireland,0,2,UEFA Euro qualification,Serravalle,San Marino,FALSE
23/03/23,Kazakhstan,Slovenia,1,2,UEFA Euro qualification,Astana,Kazakhstan,FALSE
23/03/23,Portugal,Liechtenstein,4,0,UEFA Euro qualification,Lisbon,Portugal,FALSE
23/03/23,Bosnia and Herzegovina,Iceland,3,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE
23/03/23,Slovakia,Luxembourg,0,0,UEFA Euro qualification,Trnava,Slovakia,FALSE
23/03/23,Suriname,Mexico,0,2,CONCACAF Nations League,Paramaribo,Suriname,FALSE
23/03/23,Barbados,Cuba,0,1,CONCACAF Nations League,Bridgetown,Barbados,FALSE
23/03/23,Guadeloupe,Antigua and Barbuda,0,1,CONCACAF Nations League,Les Abymes,Guadeloupe,FALSE
23/03/23,French Guiana,Dominican Republic,1,1,CONCACAF Nations League,Cayenne,French Guiana,FALSE
23/03/23,Saint Martin,Saint Kitts and Nevis,1,3,CONCACAF Nations League,The Valley,Anguilla,TRUE
23/03/23,British Virgin Islands,Puerto Rico,1,3,CONCACAF Nations League,Road Town,British Virgin Islands,FALSE
24/03/23,Australia,Ecuador,3,1,Friendly,Sydney,Australia,FALSE
24/03/23,Japan,Uruguay,1,1,Friendly,Tokyo,Japan,FALSE
24/03/23,South Korea,Colombia,2,2,Friendly,Ulsan,South Korea,FALSE
24/03/23,Kuwait,Philippines,2,0,Friendly,Kuwait City,Kuwait,FALSE
24/03/23,Saudi Arabia,Venezuela,1,2,Friendly,Jeddah,Saudi Arabia,FALSE
24/03/23,Tahiti,New Caledonia,2,1,Friendly,Pirae,Tahiti,FALSE
24/03/23,Uzbekistan,Bolivia,1,0,Friendly,Jeddah,Saudi Arabia,TRUE
24/03/23,Nigeria,Guinea-Bissau,0,1,African Cup of Nations qualification,Abuja,Nigeria,FALSE
24/03/23,Cape Verde,Eswatini,0,0,African Cup of Nations qualification,Praia,Cape Verde,FALSE
24/03/23,Burkina Faso,Togo,1,0,African Cup of Nations qualification,Marrakech,Morocco,TRUE
24/03/23,Cameroon,Namibia,1,1,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
24/03/23,Guinea,Ethiopia,2,0,African Cup of Nations qualification,Casablanca,Morocco,TRUE
24/03/23,Egypt,Malawi,2,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
24/03/23,Uganda,Tanzania,0,1,African Cup of Nations qualification,Ismailia,Egypt,TRUE
24/03/23,Mali,Gambia,2,0,African Cup of Nations qualification,Bamako,Mali,FALSE
24/03/23,Ivory Coast,Comoros,3,1,African Cup of Nations qualification,Bouaké,Ivory Coast,FALSE
24/03/23,DR Congo,Mauritania,3,1,African Cup of Nations qualification,Douala,Cameroon,TRUE
24/03/23,Equatorial Guinea,Botswana,2,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,FALSE
24/03/23,Tunisia,Libya,3,0,African Cup of Nations qualification,Radès,Tunisia,FALSE
24/03/23,South Africa,Liberia,2,2,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
24/03/23,Senegal,Mozambique,5,1,African Cup of Nations qualification,Diamniadio,Senegal,FALSE
24/03/23,Gibraltar,Greece,0,3,UEFA Euro qualification,Faro-Loulé,Portugal,TRUE
24/03/23,France,Netherlands,4,0,UEFA Euro qualification,Paris,France,FALSE
24/03/23,Czech Republic,Poland,3,1,UEFA Euro qualification,Prague,Czech Republic,FALSE
24/03/23,Moldova,Faroe Islands,1,1,UEFA Euro qualification,Chișinău,Moldova,FALSE
24/03/23,Austria,Azerbaijan,4,1,UEFA Euro qualification,Pasching,Austria,FALSE
24/03/23,Sweden,Belgium,0,3,UEFA Euro qualification,Stockholm,Sweden,FALSE
24/03/23,Bulgaria,Montenegro,0,1,UEFA Euro qualification,Razgrad,Bulgaria,FALSE
24/03/23,Serbia,Lithuania,2,0,UEFA Euro qualification,Belgrade,Serbia,FALSE
24/03/23,Grenada,United States,1,7,CONCACAF Nations League,St. George's,Grenada,FALSE
24/03/23,Bahamas,Trinidad and Tobago,0,3,CONCACAF Nations League,Nassau,Bahamas,FALSE
